_id,head,normalized_head
16743,kwarta,kwarta
16744,pangwarta,pangwarta
16745,kwartáhan,kwartahan
16746,kwarta,kwarta
16747,kwarta klási,kwarta klasi
16748,martsa,martsa
16749,parti,parti
16750,kwartil,kwartil
16751,kwartisar,kwartisar
16752,kwartu,kwartu
16753,kwartu,kwartu
16754,kwatru,kwatru
16755,kwatru kantus,kwatru kantus
16756,numiru kwatru,numiru kwatru
16757,kwáyir,kwayir
16758,kwilyu,kwilyu
16759,kwilyu sa matris,kwilyu sa matris
16760,kwín,kwin
16761,kwín áni,kwin ani
16762,kwinpus,kwinpus
16763,kwinta,kwinta
16764,walay kwinta,walay kwinta
16765,pangwinta,pangwinta
16766,hingwinta,hingwinta
16767,kwintakwinta,kwintakwinta
16768,kwintáda,kwintada
16769,kwinta,kwinta
16770,kwintas,kwintas
16771,kwintas ug bukug,kwintas ug bukug
16772,kwintas,kwintas
16773,kwintas kláras,kwintas klaras
16774,kwirdas,kwirdas
16775,nalisúan sa kwirdas,nalisuan sa kwirdas
16776,kwirdas,kwirdas
16777,kwirpu,kwirpu
16778,kwistiyun,kwistiyun
16779,kwistiyunabli,kwistiyunabli
16780,kwítis,kwitis
16781,kwúta,kwuta
16782,kyag-ang,kyag-ang
16783,kyaknit,kyaknit
16784,kyampaw,kyampaw
16785,kyampi,kyampi
16786,kyamud,kyamud
16787,kyamuy,kyamuy
16788,kyápù,kyapu
16789,kyawkaw,kyawkaw
16790,kyawkyaw,kyawkyaw
16791,kyugpus,kyugpus
16792,kyúkus,kyukus
16793,kyungkung,kyungkung
16794,kyusku,kyusku
16795,kyuskus,kyuskus
16796,kyúum,kyuum
16797,la,la
16798,la,la
16799,lā́,la
16800,láag,laag
16801,laag,laag
16802,laagan,laagan
16803,láang,laang
16804,lináang,linaang
16805,laas,laas
16806,láas,laas
16807,laaw,laaw
16808,láay,laay
16809,laay,laay
16810,laaylaay,laaylaay
16811,kalaay,kalaay
16812,kaláay,kalaay
16813,láb,lab
16814,láb,lab
16815,laba,laba
16816,labakára,labakara
16817,labalába,labalaba
16818,labhanan,labhanan
16819,labhunun,labhunun
16820,nilabhan (linabhan),nilabhan (linabhan)
16821,labábu,lababu
16822,labáda,labada
16823,labandíra,labandira
16824,labandíru,labandiru
16825,labadur,labadur
16826,labà,laba
16827,labàlabà,labalaba
16828,labà,laba
16829,palábà,palaba
16830,lába,laba
16831,labábu,lababu
16832,labad,labad
16833,labdunun,labdunun
16834,labdanan,labdanan
16835,lábad,labad
16836,palábad,palabad
16837,labadlábad,labadlabad
16838,labáda,labada
16839,labadur,labadur
16840,labadúra,labadura
16841,labag,labag
16842,lábag,labag
16843,lábag,labag
16844,linábag,linabag
16845,labáha,labaha
16846,panglabáha,panglabaha
16847,labak,labak
16848,lábak,labak
16849,lab-ak,lab-ak
16850,labakára,labakara
16851,laban,laban
16852,kalabanan,kalabanan
16853,kalabánan,kalabanan
16854,lában,laban
16855,lában sa nigusyu,laban sa nigusyu
16856,panglában,panglaban
16857,labanan,labanan
16858,manglalában,manglalaban
16859,lab-an,lab-an
16860,labana,labana
16861,labandíru,labandiru
16862,labandíra,labandira
16863,labang,labang
16864,labang pa,labang pa
16865,labang sa,labang sa
16866,labangun ug pitu ka lawud,labangun ug pitu ka lawud
16867,labangunun,labangunun
16868,labangánan,labanganan
16869,labnganan,labnganan
16870,lab-ang,lab-ang
16871,labanus,labanus
16872,labas,labas
16873,labasíra,labasira
16874,labasíru,labasiru
16875,labas,labas
16876,palabas,palabas
16877,labas,labas
16878,lab-as,lab-as
16879,nilab-as,nilab-as
16880,lab-asíra,lab-asira
16881,lab-asíru,lab-asiru
16882,labat,labat
16883,labatlabat,labatlabat
16884,labatíba,labatiba
16885,labaw,labaw
16886,labaw pa,labaw pa
16887,sa,sa
16888,palábaw,palabaw
16889,palabwánay,palabwanay
16890,labay,labay
16891,palabay,palabay
16892,lumalabay,lumalabay
16893,lumalábay,lumalabay
16894,labay pa,labay pa
16895,lábay,labay
16896,labayan,labayan
16897,labayanan,labayanan
16898,labayan,labayan
16899,labhà,labha
16900,labhag,labhag
16901,labhak,labhak
16902,labhu,labhu
16903,labhù,labhu
16904,linabhúan,linabhuan
16905,labi,labi
16906,labi nga,labi nga
16907,labi pang [adj.],labi pang [adj.]
16908,[verb],[verb]
16909,labi na,labi na
16910,labi nang [verb],labi nang [verb]
16911,ilabi na,ilabi na
16912,palabi,palabi
16913,pinalabi,pinalabi
16914,palábi,palabi
16915,labilábi,labilabi
16916,way labilábi,way labilabi
16917,palabilábi,palabilabi
16918,palabilabihun,palabilabihun
16919,mapalabilabíhun,mapalabilabihun
16920,sulábi,sulabi
16921,sulábi ug,sulabi ug
16922,mapasulabíhun,mapasulabihun
16923,silabi,silabi
16924,hilabihan,hilabihan
16925,labihan,labihan
16926,labian,labian
16927,ilabihan,ilabihan
16928,hilabian,hilabian
16929,hinglabihan,hinglabihan
16930,labihánay,labihanay
16931,hilabihánay,hilabihanay
16932,labhan a — nga,labhan a — nga
16933,labiha,labiha
16934,kalabi,kalabi
16935,labiha nga [maka-,labiha nga [maka-
16936,naka-verb],naka-verb]
16937,labíhay,labihay
16938,labihánay pud (sad),labihanay pud (sad)
16939,lábid,labid
16940,labigan,labigan
16941,lábil,labil
16942,lábing,labing
16943,labit,labit
16944,labitlabit,labitlabit
16945,labitlabitun,labitlabitun
16946,labitíra,labitira
16947,labitíru,labitiru
16948,labka,labka
16949,labkahan,labkahan
16950,lablab,lablab
16951,lablab ang bàbà,lablab ang baba
16952,labnaw,labnaw
16953,labni,labni
16954,labnit,labnit
16955,labnub,labnub
16956,labnug,labnug
16957,labnut,labnut
16958,labsik,labsik
16959,labsit,labsit
16960,labtik,labtik
16961,palabtik,palabtik
16962,labting,labting
16963,labtingaw,labtingaw
16964,labtíngaw,labtingaw
16965,labu,labu
16966,labu,labu
16967,kwartang malabu,kwartang malabu
16968,lábu,labu
16969,palábu,palabu
16970,lábu,labu
16971,lábu líbà,labu liba
16972,lábu kasuy,labu kasuy
16973,linabúhan,linabuhan
16974,pinanglabúhan,pinanglabuhan
16975,lumalábu,lumalabu
16976,lábu,labu
16977,labù,labu
16978,lábù,labu
16979,lábù,labu
16980,lab-u,lab-u
16981,labud,labud
16982,labug,labug
16983,linabug,linabug
16984,lábug,labug
16985,labuk,labuk
16986,labuk sa hílum,labuk sa hilum
16987,hílum,hilum
16988,sikrítu ug labuk,sikritu ug labuk
16989,lábuk,labuk
16990,labuklábuk,labuklabuk
16991,lab-uk,lab-uk
16992,labulábu,labulabu
16993,labun,labun
16994,lábun,labun
16995,labun kay,labun kay
16996,labúnay,labunay
16997,silabun-,silabun-
16998,silábun,silabun
16999,palabun,palabun
17000,labung,labung
17001,labung,labung
17002,lábung,labung
17003,labur,labur
17004,laburaturyu,laburaturyu
17005,labut,labut
17006,lábut,labut
17007,lábut pa,labut pa
17008,labut,labut
17009,hilabut,hilabut
17010,hilabtánun,hilabtanun
17011,labutlabut,labutlabut
17012,pangilábut,pangilabut
17013,panggilábut,panggilabut
17014,panginlábut,panginlabut
17015,panghilábut,panghilabut
17016,iglábut,iglabut
17017,dílì iglábut,dili iglabut
17018,kalabútan,kalabutan
17019,labuy,labuy
17020,palabuy,palabuy
17021,palabuylábuy,palabuylabuy
17022,labúyù,labuyu
17023,labuyúun,labuyuun
17024,labyug,labyug
17025,panglabyug,panglabyug
17026,pinalabyug,pinalabyug
17027,lad-an,lad-an
17028,lad-ang,lad-ang
17029,ladíla,ladila
17030,ladlad,ladlad
17031,linadlad,linadlad
17032,láds,lads
17033,ladyir,ladyir
17034,lad-uk,lad-uk
17035,ladyir,ladyir
17036,laga,laga
17037,làgà,laga
17038,làgáanan,lagaanan
17039,lagáak,lagaak
17040,lag-ab,lag-ab
17041,lag-ab,lag-ab
17042,lag-ab,lag-ab
17043,lagablab,lagablab
17044,lagak,lagak
17045,lágak,lagak
17046,lagàlà,lagala
17047,lagàláun,lagalaun
17048,lagàlagà,lagalaga
17049,lagalaw,lagalaw
17050,lagamak,lagamak
17051,lagang,lagang
17052,lagapak,lagapak
17053,lagápak,lagapak
17054,lagaplap,lagaplap
17055,lagarat,lagarat
17056,lagárat,lagarat
17057,lagaraw,lagaraw
17058,lagárì,lagari
17059,lagas,lagas
17060,lagas,lagas
17061,lagasak,lagasak
17062,lagat,lagat
17063,lagat,lagat
17064,lágat,lagat
17065,lagatak,lagatak
17066,lagatlat,lagatlat
17067,lagatukan,lagatukan
17068,lagaw,lagaw
17069,lagay,lagay
17070,lagay,lagay
17071,lagbà,lagba
17072,lagbas,lagbas
17073,lagbas sa,lagbas sa
17074,lagbasanan,lagbasanan
17075,linagbasan,linagbasan
17076,lagdà,lagda
17077,lagdas,lagdas
17078,palagdas,palagdas
17079,pamalagdas,pamalagdas
17080,lagdù,lagdu
17081,lagduk,lagduk
17082,lagduk ang anínu,lagduk ang aninu
17083,lagdukan,lagdukan
17084,lagdung,lagdung
17085,laghang,laghang
17086,laghaw,laghaw
17087,laghay,laghay
17088,laghay nga ubu,laghay nga ubu
17089,laghus,laghus
17090,lagi,lagi
17091,lagi kay,lagi kay
17092,náa na pud lagi,naa na pud lagi
17093,apan lagi,apan lagi
17094,dáan pa lagi [gen.],daan pa lagi [gen.]
17095,lag-i,lag-i
17096,lag-id,lag-id
17097,lag-id,lag-id
17098,lagilági,lagilagi
17099,kalagilági,kalagilagi
17100,lagilhi,lagilhi
17101,láging,laging
17102,lagingling,lagingling
17103,lagínit,laginit
17104,linagínit,linaginit
17105,lag-it,lag-it
17106,lagitì,lagiti
17107,linagitì,linagiti
17108,lagiting,lagiting
17109,lagiw,lagiw
17110,kalagiw,kalagiw
17111,kágiw,kagiw
17112,lagiwliw,lagiwliw
17113,lagkaw,lagkaw
17114,linagkaw,linagkaw
17115,laglag,laglag
17116,malaglágun,malaglagun
17117,laglum,laglum
17118,lagmaw,lagmaw
17119,lagmun,lagmun
17120,lagmit,lagmit
17121,malagmit,malagmit
17122,kalagmítan,kalagmitan
17123,lagnak,lagnak
17124,lagnas,lagnas
17125,lagnaw,lagnaw
17126,lagnay,lagnay
17127,lagnub,lagnub
17128,lagnut,lagnut
17129,lagpad,lagpad
17130,lagpak,lagpak
17131,linagpak,linagpak
17132,lagpang,lagpang
17133,linagpang,linagpang
17134,lagpì,lagpi
17135,lagpiunun,lagpiunun
17136,lagput,lagput
17137,palagput,palagput
17138,lagsaw,lagsaw
17139,lagsaw,lagsaw
17140,lagsaw,lagsaw
17141,lagsik,lagsik
17142,kalagsik,kalagsik
17143,malagsikun,malagsikun
17144,lagsik,lagsik
17145,linagsik,linagsik
17146,lagsut,lagsut
17147,lagtang,lagtang
17148,linagtang,linagtang
17149,lagtang,lagtang
17150,linagtangan,linagtangan
17151,lagtiw,lagtiw
17152,lagtub,lagtub
17153,pinalagtub,pinalagtub
17154,lagù,lagu
17155,kalágù,kalagu
17156,lagúun,laguun
17157,lágub,lagub
17158,lágub,lagub
17159,lagubu,lagubu
17160,lagúbu,lagubu
17161,linagubu,linagubu
17162,lagudlágud,lagudlagud
17163,layà ug lagudlágud,laya ug lagudlagud
17164,laguk,laguk
17165,panglaguk,panglaguk
17166,laguk,laguk
17167,laguk,laguk
17168,lag-uk=,lag-uk=
17169,lagukluk,lagukluk
17170,lagúlu,lagulu
17171,lagum,lagum
17172,panglágum,panglagum
17173,lagumlum,lagumlum
17174,lagumù,lagumu
17175,lagúmù,lagumu
17176,lagumuk,lagumuk
17177,lagúmuk,lagumuk
17178,lagúmuk,lagumuk
17179,lagúna,laguna
17180,lagundà,lagunda
17181,lululagundà,lululagunda
17182,lagundì,lagundi
17183,lagung,lagung
17184,ambut sa lagung,ambut sa lagung
17185,simbaku lagung,simbaku lagung
17186,lagunit,lagunit
17187,lagunut,lagunut
17188,lagúnut,lagunut
17189,lagupù,lagupu
17190,lagúpù,lagupu
17191,lagúrul,lagurul
17192,lagúrut,lagurut
17193,lagus,lagus
17194,lagusà,lagusa
17195,lagusu,lagusu
17196,lagúsù,lagusu
17197,lagut,lagut
17198,lágut,lagut
17199,palágut,palagut
17200,panglagut,panglagut
17201,lagutan,lagutan
17202,lagutunun,lagutunun
17203,makalalagut,makalalagut
17204,makalalágut,makalalagut
17205,malagútun,malagutun
17206,kalágut,kalagut
17207,lágut,lagut
17208,lagutmun,lagutmun
17209,lagutù,lagutu
17210,lagútub,lagutub
17211,lagútuk,lagutuk
17212,lagutuk,lagutuk
17213,lagutum,lagutum
17214,lagutmun,lagutmun
17215,lagutuy,lagutuy
17216,laguy,laguy
17217,laguyláguy,laguylaguy
17218,laguyláguy,laguylaguy
17219,laguyluy,laguyluy
17220,lagwirta,lagwirta
17221,lagwis,lagwis
17222,lagwum,lagwum
17223,lagyu,lagyu
17224,lagyum,lagyum
17225,láhà,laha
17226,lahang,lahang
17227,láhap,lahap
17228,lináhap,linahap
17229,lináhapan,linahapan
17230,lahawlahaw,lahawlahaw
17231,lahay,lahay
17232,walay lahay,walay lahay
17233,lahaylahay,lahaylahay
17234,lahì,lahi
17235,palahì,palahi
17236,lahìláhì,lahilahi
17237,kalahì,kalahi
17238,láhib,lahib
17239,làhib,lahib
17240,láhid,lahid
17241,lahid,lahid
17242,kaláhid,kalahid
17243,lahing,lahing
17244,láhing,lahing
17245,láhit,lahit
17246,lahù,lahu
17247,lahug,lahug
17248,láhug,lahug
17249,láhugay,lahugay
17250,lahuglahug,lahuglahug
17251,lahundung,lahundung
17252,láhung,lahung
17253,kaláhung,kalahung
17254,lahus,lahus
17255,lahus sa,lahus sa
17256,láhus,lahus
17257,lahusláhus,lahuslahus
17258,paláhus,palahus
17259,láhus,lahus
17260,lahútay,lahutay
17261,lahuy,lahuy
17262,lahuyláhuy,lahuylahuy
17263,lahuylahuy,lahuylahuy
17264,láin,lain
17265,may láin pa,may lain pa
17266,láin nga kalibútan,lain nga kalibutan
17267,sa láin nga báhin,sa lain nga bahin
17268,láin ug buut,lain ug buut
17269,úlu,ulu
17270,láin ug sabaw,lain ug sabaw
17271,láin ug kamut,lain ug kamut
17272,láin nga táwu,lain nga tawu
17273,láin pay ákù,lain pay aku
17274,átù,atu
17275,dílì igláin,dili iglain
17276,lain,lain
17277,lainlain,lainlain
17278,lainláin,lainlain
17279,kalainláin,kalainlain
17280,kalainan,kalainan
17281,lainun,lainun
17282,lainun ug buut,lainun ug buut
17283,kamut,kamut
17284,etc.,etc.
17285,palain,palain
17286,panagláin,panaglain
17287,panigláin,paniglain
17288,láis,lais
17289,Laíti,laiti
17290,lák,lak
17291,lak-ab,lak-ab
17292,lak-ab,lak-ab
17293,lákad,lakad
17294,lákad sa adlaw,lakad sa adlaw
17295,lákad sa,lakad sa
17296,lákad ang búlan,lakad ang bulan
17297,lakad,lakad
17298,lakad ug búlan,lakad ug bulan
17299,linakádan,linakadan
17300,linakáran,linakaran
17301,lakag,lakag
17302,lakagay,lakagay
17303,lákang,lakang
17304,tag-as ug lákang,tag-as ug lakang
17305,sayup nga lákang,sayup nga lakang
17306,lak-ang,lak-ang
17307,lakat,lakat
17308,lákat,lakat
17309,palakat,palakat
17310,palákat,palakat
17311,lakatan,lakatan
17312,hinglákat,hinglakat
17313,linaktan,linaktan
17314,nilaktan,nilaktan
17315,laktunun,laktunun
17316,talilákat,talilakat
17317,lumalákat,lumalakat
17318,lakatan,lakatan
17319,lakaw,lakaw
17320,lakayan,lakayan
17321,lakbang,lakbang
17322,lakbay,lakbay
17323,lakbit,lakbit
17324,sa lakbit,sa lakbit
17325,palakbit,palakbit
17326,lakdap,lakdap
17327,lakdup,lakdup
17328,lakgak,lakgak
17329,lakgakan,lakgakan
17330,lakgut,lakgut
17331,laki,laki
17332,láki,laki
17333,laláki,lalaki
17334,laláking búhat,lalaking buhat
17335,mau nay laláki,mau nay lalaki
17336,panlalaki,panlalaki
17337,panlaláki,panlalaki
17338,lináki,linaki
17339,linaki,linaki
17340,pakalaláki,pakalalaki
17341,kalalakin-an,kalalakin-an
17342,lakin-un,lakin-un
17343,tagláki,taglaki
17344,taglakin-an,taglakin-an
17345,taglalakin-an,taglalakin-an
17346,láki,laki
17347,láki,laki
17348,maáyung láki,maayung laki
17349,kaláki,kalaki
17350,walay kaláki,walay kalaki
17351,unsay kaláki,unsay kalaki
17352,pakaláki,pakalaki
17353,kalakíhan,kalakihan
17354,lakiláki,lakilaki
17355,lakìlákì,lakilaki
17356,lakináyin,lakinayin
17357,lakip,lakip
17358,lákir,lakir
17359,lákir,lakir
17360,lákit,lakit
17361,laklak,laklak
17362,laknit,laknit
17363,lakpawlakpaw,lakpawlakpaw
17364,lakra,lakra
17365,laksà,laksa
17366,laksanti,laksanti
17367,laksi,laksi
17368,laksì,laksi
17369,laksut,laksut
17370,laktaw,laktaw
17371,laktawlaktaw,laktawlaktaw
17372,kalaktaw,kalaktaw
17373,laktud,laktud
17374,laktudánan,laktudanan
17375,lakturánan,lakturanan
17376,linaktud,linaktud
17377,lakun,lakun
17378,lakung,lakung
17379,lakuy,lakuy
17380,lakuy-ung,lakuy-ung
17381,lakwatsa,lakwatsa
17382,lakwatsíra,lakwatsira
17383,lakwatsíru,lakwatsiru
17384,lakwig,lakwig
17385,lála,lala
17386,lála,lala
17387,lála ug bàbà,lala ug baba
17388,dílà,dila
17389,lad-ánun,lad-anun
17390,lálà,lala
17391,làlà,lala
17392,lalag,lalag
17393,lalagan,lalagan
17394,lalan,lalan
17395,lalang,lalang
17396,linalang,linalang
17397,lalau,lalau
17398,kalalauhan,kalalauhan
17399,lalawígan,lalawigan
17400,lalha,lalha
17401,lálì,lali
17402,lálik,lalik
17403,linálik,linalik
17404,lalim,lalim
17405,lalim mu,lalim mu
17406,ka,ka
17407,ninyu,ninyu
17408,-y or nga,-y or nga
17409,lálin,lalin
17410,lalin,lalin
17411,lális,lalis
17412,lalisan,lalisan
17413,lalisun,lalisun
17414,kalális,kalalis
17415,lálug,lalug
17416,lalug,lalug
17417,lalum,lalum
17418,lalum ug bughat,lalum ug bughat
17419,lalum ang bughat,lalum ang bughat
17420,lalum ug dulut,lalum ug dulut
17421,laglum,laglum
17422,gilalumun,gilalumun
17423,giladmun,giladmun
17424,halalum,halalum
17425,kalalum,kalalum
17426,kahilaluman,kahilaluman
17427,kahiladman,kahiladman
17428,ilálum,ilalum
17429,pailálum,pailalum
17430,hailalum,hailalum
17431,lálung,lalung
17432,lalungun,lalungun
17433,lamà,lama
17434,lámà,lama
17435,linámà,linama
17436,lamàlamà,lamalama
17437,lamak,lamak
17438,lámak,lamak
17439,lamakan,lamakan
17440,laman,laman
17441,láman,laman
17442,lámang,lamang
17443,sígi lámang,sigi lamang
17444,walà (dílì) lamang ... kun dílì ...,wala (dili) lamang ... kun dili ...
17445,basta lamang,basta lamang
17446,karun,karun
17447,bag-u,bag-u
17448,gahápun lamang,gahapun lamang
17449,[expression of time] lamang,[expression of time] lamang
17450,balu,balu
17451,ambut lamang,ambut lamang
17452,dipindi,dipindi
17453,sigun lamang,sigun lamang
17454,sa [verb] lamang,sa [verb] lamang
17455,gáni,gani
17456,gáling lamang,galing lamang
17457,[pronoun,[pronoun
17458,noun] lamang,noun] lamang
17459,anhi,anhi
17460,dinhi,dinhi
17461,nganhi lamang,nganhi lamang
17462,sígi lamang,sigi lamang
17463,ákù (íya,aku (iya
17464,ímu) lamang,imu) lamang
17465,mau lamang,mau lamang
17466,na lamang,na lamang
17467,anhi lamang,anhi lamang
17468,sígi na lamang,sigi na lamang
17469,ákù,aku
17470,íya na lamang,iya na lamang
17471,salámat na lamang,salamat na lamang
17472,dayag,dayag
17473,kláru na lamang,klaru na lamang
17474,salámat na lamang nga,salamat na lamang nga
17475,pa lamang,pa lamang
17476,lam-ang,lam-ang
17477,lam-ang,lam-ang
17478,lamánu,lamanu
17479,lamas,lamas
17480,lámas,lamas
17481,lámas,lamas
17482,lámat,lamat
17483,malamátun,malamatun
17484,lamaw,lamaw
17485,lámaw,lamaw
17486,linamaw,linamaw
17487,lamáwan,lamawan
17488,lámay,lamay
17489,lámay,lamay
17490,lamba,lamba
17491,lambalamba,lambalamba
17492,lambang,lambang
17493,lambanug,lambanug
17494,lambánug,lambanug
17495,lambáruk,lambaruk
17496,lambay,lambay
17497,lambay,lambay
17498,linambay,linambay
17499,lambáyaw,lambayaw
17500,lambáyung,lambayung
17501,lambì,lambi
17502,lambid,lambid
17503,linambid,linambid
17504,linambíran,linambiran
17505,lambígit,lambigit
17506,hilambígit,hilambigit
17507,halambígit,halambigit
17508,kalambigítan,kalambigitan
17509,lambing,lambing
17510,lambiyaw,lambiyaw
17511,lambiyug,lambiyug
17512,lambíyug,lambiyug
17513,lambíyung,lambiyung
17514,lambu,lambu
17515,panglambu,panglambu
17516,lambù,lambu
17517,lambúanan,lambuanan
17518,kalambúan,kalambuan
17519,kalambuan,kalambuan
17520,malambúun,malambuun
17521,lambud,lambud
17522,lamburan,lamburan
17523,lamburánan,lamburanan
17524,budbud linambúran,budbud linamburan
17525,lambun,lambun
17526,linambúnan,linambunan
17527,lambúnaw,lambunaw
17528,lambung,lambung
17529,lambúngay,lambungay
17530,panglambúngay,panglambungay
17531,lambungayun,lambungayun
17532,lambúnit,lambunit
17533,lambus,lambus
17534,lambut,lambut
17535,lambuyud,lambuyud
17536,lambuyug,lambuyug
17537,lambúyug,lambuyug
17538,lamdag,lamdag
17539,palamdag,palamdag
17540,kalamdágun,kalamdagun
17541,malamdágun,malamdagun
17542,lamdaman,lamdaman
17543,lamhun,lamhun
17544,lamhung,lamhung
17545,lamhuy,lamhuy
17546,lamì,lami
17547,lamì nga i-[verb],lami nga i-[verb]
17548,lamì ug kalit,lami ug kalit
17549,palámì,palami
17550,palamìlámì,palamilami
17551,lamían,lamian
17552,lamígas,lamigas
17553,lamigmig,lamigmig
17554,lamili,lamili
17555,lamina,lamina
17556,laminasiyun,laminasiyun
17557,láming,laming
17558,laming,laming
17559,lamingan,lamingan
17560,laminisyun,laminisyun
17561,laminit,laminit
17562,lamísa,lamisa
17563,lamisíta,lamisita
17564,lamiti,lamiti
17565,lamlam,lamlam
17566,lamlam,lamlam
17567,lampaag,lampaag
17568,lampáag,lampaag
17569,lampágà,lampaga
17570,lampakanay nga kúgun,lampakanay nga kugun
17571,lampánug,lampanug
17572,lampara,lampara
17573,panglampara,panglampara
17574,lamparahan,lamparahan
17575,lamparista,lamparista
17576,lamparahánan,lamparahanan
17577,lamparilya,lamparilya
17578,lampáru,lamparu
17579,lamparúnis,lamparunis
17580,lampas,lampas
17581,lampas tánum,lampas tanum
17582,lampas,lampas
17583,lampásu,lampasu
17584,lampay,lampay
17585,lampin,lampin
17586,lampíngas,lampingas
17587,lampingásan,lampingasan
17588,lampínig,lampinig
17589,lampírung,lampirung
17590,lampis,lampis
17591,lampuay,lampuay
17592,lampúay,lampuay
17593,lampurnas,lampurnas
17594,lampus,lampus
17595,kalampúsan,kalampusan
17596,malampúsan,malampusan
17597,lampuug,lampuug
17598,lampúug,lampuug
17599,lampuyang,lampuyang
17600,lampuyut,lampuyut
17601,lampúyut,lampuyut
17602,lamù,lamu
17603,linamù,linamu
17604,lamùlamù,lamulamu
17605,lamùlámù,lamulamu
17606,lamudlaw,lamudlaw
17607,lamugdung,lamugdung
17608,lamúgay,lamugay
17609,lamuglamug,lamuglamug
17610,lamuglamug sa tubà,lamuglamug sa tuba
17611,lamugmugan,lamugmugan
17612,lamuk,lamuk
17613,lámuk,lamuk
17614,lamuklámuk,lamuklamuk
17615,lamúkay,lamukay
17616,lamúkat,lamukat
17617,kalamúkat,kalamukat
17618,lamúkay,lamukay
17619,kalamúkay,kalamukay
17620,lamun,lamun
17621,lámun,lamun
17622,lamuruk,lamuruk
17623,lamurukun,lamurukun
17624,lamuy,lamuy
17625,lamuy sa bakunáwa ang búwan,lamuy sa bakunawa ang buwan
17626,walay lamuy,walay lamuy
17627,linamúyan,linamuyan
17628,lamúyà,lamuya
17629,lamwas,lamwas
17630,lamyat,lamyat
17631,-l-an,-l-an
17632,lána,lana
17633,lána nga pangulang,lana nga pangulang
17634,may,may
17635,walay lána,walay lana
17636,lána ug pútut,lana ug putut
17637,lana,lana
17638,lanáhan,lanahan
17639,lanhan,lanhan
17640,lanahan,lanahan
17641,lanahun,lanahun
17642,lanáhun,lanahun
17643,lána,lana
17644,lánag,lanag
17645,lanag,lanag
17646,lanang,lanang
17647,lánang,lanang
17648,lanángan,lanangan
17649,lananglanang,lananglanang
17650,lánap,lanap
17651,lanat,lanat
17652,mabà ug lanat,maba ug lanat
17653,lánat,lanat
17654,lanátad,lanatad
17655,lánaw,lanaw
17656,lánay,lanay
17657,lánay ang atay,lanay ang atay
17658,lanay,lanay
17659,lanay ug tíngug,lanay ug tingug
17660,lanay ug sinultihan,lanay ug sinultihan
17661,landa,landa
17662,landahan,landahan
17663,landáhan,landahan
17664,landag,landag
17665,linandag,linandag
17666,landag,landag
17667,landang,landang
