_id,head,normalized_head
15833,kumadri,kumadri
15834,kumads,kumads
15835,kumagat,kumagat
15836,kumagkù,kumagku
15837,kumàkumà,kumakuma
15838,kumalagkù,kumalagku
15839,kuman,kuman
15840,kumandansiya,kumandansiya
15841,kumandanti,kumandanti
15842,kumandir,kumandir
15843,kumári,kumari
15844,kúmari kumablit,kumari kumablit
15845,kumaw,kumaw
15846,kumayingking,kumayingking
15847,kumbabit,kumbabit
15848,kumbal,kumbal
15849,kumbansíru,kumbansiru
15850,kumbat,kumbat
15851,kumbáti,kumbati
15852,sugà nga dikumbáti,suga nga dikumbati
15853,kumbi,kumbi
15854,kumbiksiyun,kumbiksiyun
15855,kumbinar,kumbinar
15856,kumbinasiyun,kumbinasiyun
15857,kumbinasyun,kumbinasyun
15858,kumbinasyun nga pinasúgù,kumbinasyun nga pinasugu
15859,kumbíni,kumbini
15860,walay makumbíni,walay makumbini
15861,kumbininsiya,kumbininsiya
15862,kumbinsi,kumbinsi
15863,kumbinsǐr,kumbinsir
15864,kumbinsídu,kumbinsidu
15865,kumbinsiyun,kumbinsiyun
15866,kumbinsiyun kunstituyinti,kumbinsiyun kunstituyinti
15867,kumbintu,kumbintu
15868,kumbinyinti,kumbinyinti
15869,kumbinyu,kumbinyu
15870,abugádu dikumbinyu,abugadu dikumbinyu
15871,kumbira,kumbira
15872,pangumbira,pangumbira
15873,kumbirs,kumbirs
15874,kumbirsiyun,kumbirsiyun
15875,kumbirtibli,kumbirtibli
15876,kumbirtibul,kumbirtibul
15877,kumbirtǐr,kumbirtir
15878,kumbis,kumbis
15879,kumbitatay,kumbitatay
15880,kumbitay,kumbitay
15881,kumbíti,kumbiti
15882,kumbu,kumbu
15883,kumbù,kumbu
15884,kumbukasiyun,kumbukasiyun
15885,kumbukisyun,kumbukisyun
15886,kumbulsiyun,kumbulsiyun
15887,kumbútan,kumbutan
15888,kumbuy,kumbuy
15889,kumbúya,kumbuya
15890,kumi,kumi
15891,kumì,kumi
15892,kumída,kumida
15893,libri kumída,libri kumida
15894,kumidi,kumidi
15895,kumídiya,kumidiya
15896,kumidiyánti,kumidiyanti
15897,kumidur,kumidur
15898,kumiks,kumiks
15899,kumilik,kumilik
15900,kumingking,kumingking
15901,kumintang,kumintang
15902,kumintarista,kumintarista
15903,kumintaryu,kumintaryu
15904,kumintítur,kumintitur
15905,kumirsiyal,kumirsiyal
15906,kumirsiyu,kumirsiyu
15907,kumirsyanti,kumirsyanti
15908,kumisiyun,kumisiyun
15909,kumisyun,kumisyun
15910,kumisiyunir,kumisiyunir
15911,kumisiyunádu,kumisiyunadu
15912,kumíta,kumita
15913,kumiti,kumiti
15914,kumíti,kumiti
15915,kumitíba,kumitiba
15916,kumitir,kumitir
15917,kumkum,kumkum
15918,kumkum ug kamut,kumkum ug kamut
15919,pakumkum,pakumkum
15920,kumnay,kumnay
15921,kumpabli,kumpabli
15922,kumpad,kumpad
15923,kumpadri,kumpadri
15924,kumpang,kumpang
15925,kumpangun,kumpangun
15926,kumpaníya,kumpaniya
15927,kumpanya,kumpanya
15928,kumpanyíra,kumpanyira
15929,kumpanyíru,kumpanyiru
15930,kumpara,kumpara
15931,kumparar,kumparar
15932,kumparasiyun,kumparasiyun
15933,kumpári,kumpari
15934,kumparsa,kumparsa
15935,kumpas,kumpas
15936,kuntra kumpas,kuntra kumpas
15937,kumpas,kumpas
15938,kumpay,kumpay
15939,kumpáyan,kumpayan
15940,kumpayut,kumpayut
15941,kumpì,kumpi
15942,kumpidinsiyal,kumpidinsiyal
15943,kumpirinsiya,kumpirinsiya
15944,kumpirma,kumpirma
15945,kumpirmádu,kumpirmadu
15946,kumpirmasiyun,kumpirmasiyun
15947,kumpisal,kumpisal
15948,pakumpisal,pakumpisal
15949,kumpisálan,kumpisalan
15950,kumpisinaryu,kumpisinaryu
15951,kumpisinaryuhan,kumpisinaryuhan
15952,pangumpisal,pangumpisal
15953,pangumpísal,pangumpisal
15954,kumpisinaryu,kumpisinaryu
15955,kumpiskǎr,kumpiskar
15956,kumpiskádu,kumpiskadu
15957,kumpiskadur,kumpiskadur
15958,kumpisur,kumpisur
15959,kumpisyun,kumpisyun
15960,pakumpisyun,pakumpisyun
15961,kumpisyunaryu,kumpisyunaryu
15962,kumpit,kumpit
15963,kumpit,kumpit
15964,kumpitinsiya,kumpitinsiya
15965,kumpítis,kumpitis
15966,kumpiyansa,kumpiyansa
15967,abúsu dikumpiyansa,abusu dikumpiyansa
15968,kumpli,kumpli
15969,kumplianyu,kumplianyu
15970,pangumplianyu,pangumplianyu
15971,kumplikádu,kumplikadu
15972,kumplikar,kumplikar
15973,kumplikasiyun,kumplikasiyun
15974,kumplimintu,kumplimintu
15975,kumplín,kumplin
15976,kumplítu,kumplitu
15977,kumplut,kumplut
15978,kumpra,kumpra
15979,kumpradur,kumpradur
15980,kumprumísu,kumprumisu
15981,kumprumitíbu,kumprumitibu
15982,kumprumitir,kumprumitir
15983,kumprumitídu,kumprumitidu
15984,kumprunta,kumprunta
15985,kumpruntǎr,kumpruntar
15986,kumpuni,kumpuni
15987,kumpunir,kumpunir
15988,kumpurmi,kumpurmi
15989,nanimáhung kumpurmi,nanimahung kumpurmi
15990,kumpurtabli,kumpurtabli
15991,kumpúsir,kumpusir
15992,kumpusisyun,kumpusisyun
15993,kumpusitur disapátus,kumpusitur disapatus
15994,kumpúsu,kumpusu
15995,kúmu,kumu
15996,kúmu [noun,kumu [noun
15997,adjective],adjective]
15998,kúmu kay,kumu kay
15999,may,may
16000,way kúmu,way kumu
16001,kúmù,kumu
16002,kinúmù,kinumu
16003,kinumúay,kinumuay
16004,kumuda,kumuda
16005,kumúda,kumuda
16006,kumudkumud,kumudkumud
16007,kumudkumuran,kumudkumuran
16008,kumúhuy,kumuhuy
16009,kumulga,kumulga
16010,kumulgǎr,kumulgar
16011,kumulgánti,kumulganti
16012,kumulgasiyun,kumulgasiyun
16013,kumun,kumun
16014,sintídu kumun,sintidu kumun
16015,kúmun,kumun
16016,kumunal,kumunal
16017,kumungkumung,kumungkumung
16018,kumunikasiyun,kumunikasiyun
16019,kumunismu,kumunismu
16020,kumunista,kumunista
16021,kumunwilt,kumunwilt
16022,kumunyun,kumunyun
16023,primir,primir
16024,primíra kumunyun,primira kumunyun
16025,kumunyunan,kumunyunan
16026,kumurga,kumurga
16027,kumurganti,kumurganti
16028,kúmus,kumus
16029,kúmus,kumus
16030,kum-us,kum-us
16031,kumusta,kumusta
16032,pangumusta,pangumusta
16033,pangumustahay,pangumustahay
16034,kumustamus,kumustamus
16035,kúmut,kumut
16036,kum-ut,kum-ut
16037,kun,kun
16038,kun dílì,kun dili
16039,dílì (walà) lang ... kun dì,dili (wala) lang ... kun di
16040,kún,kun
16041,kúna,kuna
16042,kúnan,kunan
16043,kúnat,kunat
16044,kúnay,kunay
16045,kunaykúnay,kunaykunay
16046,kundádu,kundadu
16047,kundas,kundas
16048,kundat,kundat
16049,kundatan,kundatan
16050,kundi,kundi
16051,kundádu,kundadu
16052,kundisa,kundisa
16053,kundim,kundim
16054,kundíman,kundiman
16055,kundíman,kundiman
16056,kundina,kundina
16057,kundína,kundina
16058,kundinǎr,kundinar
16059,kundinádu,kundinadu
16060,kundinsáda,kundinsada
16061,litsi kundinsáda,litsi kundinsada
16062,kundísa,kundisa
16063,kundisiyun,kundisiyun
16064,kundisiyunal,kundisiyunal
16065,kundukta,kundukta
16066,kundukta,kundukta
16067,kunduktur,kunduktur
16068,kundul,kundul
16069,kundun,kundun
16070,kung,kung
16071,kúng,kung
16072,kungas,kungas
16073,kunggrísu,kunggrisu
16074,kunggu,kunggu
16075,kungking,kungking
16076,kungkista,kungkista
16077,kungkistádu,kungkistadu
16078,kungkistadur,kungkistadur
16079,kungkiyang,kungkiyang
16080,kungkíyang,kungkiyang
16081,kungkrítu,kungkritu
16082,kungkung,kungkung
16083,kungrigasiyun,kungrigasiyun
16084,kungrísu,kungrisu
16085,kungrisista,kungrisista
16086,kunhud,kunhud
16087,kuníhu,kunihu
16088,kunik,kunik
16089,kuniksyun,kuniksyun
16090,kuniktádu,kuniktadu
16091,kuniktǎr,kuniktar
16092,kuniktádu,kuniktadu
16093,kuniktid,kuniktid
16094,kunínit,kuninit
16095,kunis,kunis
16096,kuniskunis,kuniskunis
16097,kunklusyun,kunklusyun
16098,kunkrítu,kunkritu
16099,kunkun,kunkun
16100,kunkun,kunkun
16101,kunpirma,kunpirma
16102,kunpirmasyun,kunpirmasyun
16103,kunpisinaryu,kunpisinaryu
16104,kunpisur,kunpisur
16105,kunsábu,kunsabu
16106,kakunsábu,kakunsabu
16107,kunsad,kunsad
16108,kunsagrar,kunsagrar
16109,kunsagrasiyun,kunsagrasiyun
16110,kunsidirar,kunsidirar
16111,kunsidirasiyun,kunsidirasiyun
16112,abáhu kunsidirar,abahu kunsidirar
16113,kunsigrar,kunsigrar
16114,kunsigrasiyun,kunsigrasiyun
16115,kunsihal,kunsihal
16116,kinunsihal,kinunsihal
16117,kunsihála,kunsihala
16118,kunsíhu,kunsihu
16119,kunsilba,kunsilba
16120,kunsilyu,kunsilyu
16121,kunsimisiyun,kunsimisiyun
16122,kunsinsiya,kunsinsiya
16123,gastu ang,gastu ang
16124,sa kunsinsiya,sa kunsinsiya
16125,kunsintadur,kunsintadur
16126,kunsintǐr,kunsintir
16127,kunsintidur,kunsintidur
16128,kunsintidúra,kunsintidura
16129,kunsirba,kunsirba
16130,kunsirbatib,kunsirbatib
16131,kunsirbaturyu,kunsirbaturyu
16132,kunsirtu,kunsirtu
16133,kunsisiyun,kunsisiyun
16134,kunsisyun,kunsisyun
16135,kunsisiyunaryu,kunsisiyunaryu
16136,kunsiyirtu,kunsiyirtu
16137,kunstabularya,kunstabularya
16138,kunstabularyu,kunstabularyu
16139,kunstitusyun,kunstitusyun
16140,kunstitusyunal,kunstitusyunal
16141,kunstitusyunal kumbinsiyun,kunstitusyunal kumbinsiyun
16142,kunstituyinti,kunstituyinti
16143,kunstruksiyun,kunstruksiyun
16144,kunsul,kunsul
16145,kunsuládu,kunsuladu
16146,Kunsulasiyun,kunsulasiyun
16147,Kunsulasiyun guwà,kunsulasiyun guwa
16148,Kunsulasiyun súd,kunsulasiyun sud
16149,kunsulisyun prayis,kunsulisyun prayis
16150,kunsulta,kunsulta
16151,kunsultasiyun,kunsultasiyun
16152,kunsumisiyun,kunsumisiyun
16153,kunsumpsiyun,kunsumpsiyun
16154,kunsúmu,kunsumu
16155,kunsurti,kunsurti
16156,kunsuylu,kunsuylu
16157,pakunsuylu,pakunsuylu
16158,kuntadur,kuntadur
16159,kuntadur sa túbig,kuntadur sa tubig
16160,kuntak,kuntak
16161,kuntǎr,kuntar
16162,kuntidyus,kuntidyus
16163,kuntimpuraryu,kuntimpuraryu
16164,kuntindir,kuntindir
16165,kuntininti,kuntininti
16166,kuntintu,kuntintu
16167,kakuntintuhun,kakuntintuhun
16168,kuntis,kuntis
16169,kuntra,kuntra
16170,kuntra sa dugù,kuntra sa dugu
16171,kuntra gustu,kuntra gustu
16172,kuntra hitsu,kuntra hitsu
16173,kuntra kumpas,kuntra kumpas
16174,kuntra partídu,kuntra partidu
16175,kuntra tyimpu,kuntra tyimpu
16176,kuntra sa ampay,kuntra sa ampay
16177,kuntra sa,kuntra sa
16178,kuntra ug,kuntra ug
16179,kinuntra,kinuntra
16180,panguntra,panguntra
16181,kuntrabandu,kuntrabandu
16182,kuntrabandista,kuntrabandista
16183,kuntrabída,kuntrabida
16184,kuntra gustu,kuntra gustu
16185,kuntraktur,kuntraktur
16186,kuntraryu,kuntraryu
16187,kuntrasinyas,kuntrasinyas
16188,kuntráta,kuntrata
16189,kuntrátu,kuntratu
16190,kuntratádu,kuntratadu
16191,kuntratista,kuntratista
16192,kuntribusiyun,kuntribusiyun
16193,kuntringkanti,kuntringkanti
16194,kuntrisiyun,kuntrisiyun
16195,aktu sa kuntrisiyun,aktu sa kuntrisiyun
16196,kuntrǔl,kuntrul
16197,kuntrular,kuntrular
16198,kuntruládu,kuntruladu
16199,kuntruláwu,kuntrulawu
16200,kuntud,kuntud
16201,kuntud,kuntud
16202,kuntúdu,kuntudu
16203,kuntúdu ubligasiyun,kuntudu ubligasiyun
16204,kunu,kunu
16205,kunhun,kunhun
16206,pangunu,pangunu
16207,kunúhay,kunuhay
16208,kúnu,kunu
16209,kunùkunù,kunukunu
16210,kunul,kunul
16211,kunul ug úlu,kunul ug ulu
16212,kunúlun,kunulun
16213,kúnun,kunun
16214,kunup,kunup
16215,kunuskunus,kunuskunus
16216,kunut,kunut
16217,sa ímung kunut,sa imung kunut
16218,bira sa kunut,bira sa kunut
16219,kunutun,kunutun
16220,kúnut,kunut
16221,kunya,kunya
16222,kupa,kupa
16223,kupà,kupa
16224,kúpa,kupa
16225,kúpa,kupa
16226,kúpà,kupa
16227,kúpad,kupad
16228,kúpad,kupad
16229,kupal,kupal
16230,kupas,kupas
16231,kúpas,kupas
16232,kúpat,kupat
16233,kúpay,kupay
16234,kupidu,kupidu
16235,kupil,kupil
16236,kúpil,kupil
16237,pakúpil,pakupil
16238,kupirar,kupirar
16239,kupit,kupit
16240,kupíta,kupita
16241,kupitinsiya,kupitinsiya
16242,kupkup,kupkup
16243,kupras,kupras
16244,kupù,kupu
16245,kúpù,kupu
16246,kupù,kupu
16247,kúpug,kupug
16248,kúpug,kupug
16249,kupukúpu,kupukupu
16250,kupun,kupun
16251,kúpun,kupun
16252,kupun bán,kupun ban
16253,kupungkupung,kupungkupung
16254,kupungkúpung,kupungkupung
16255,kakupungkupungan,kakupungkupungan
16256,kúpus,kupus
16257,kupus,kupus
16258,kinupúsan,kinupusan
16259,kinupsan,kinupsan
16260,pinakupsan,pinakupsan
16261,kuput,kuput
16262,kúput,kuput
16263,kupuy,kupuy
16264,kupya,kupya
16265,pakupya,pakupya
16266,kupyadur,kupyadur
16267,kupyámus,kupyamus
16268,kupyur,kupyur
16269,kura,kura
16270,kúra,kura
16271,kurakura,kurakura
16272,kúra,kura
16273,kúra parúku,kura paruku
16274,kurà,kura
16275,kuradang,kuradang
16276,kuradang kun danggit,kuradang kun danggit
16277,kurag,kurag
16278,kurágan,kuragan
16279,kurakul,kurakul
16280,pangurakul,pangurakul
16281,kural,kural
16282,kinural,kinural
16283,kuralun,kuralun
16284,kurambus,kurambus
16285,kurambúsà,kurambusa
16286,kurang,kurang
16287,kurangut,kurangut
16288,kurapkurap,kurapkurap
16289,kurapsiyun,kurapsiyun
16290,kurasiyun,kurasiyun
16291,kurat,kurat
16292,pakurat,pakurat
16293,hikurat,hikurat
16294,hakurat,hakurat
16295,kakurat,kakurat
16296,kahikurat,kahikurat
16297,kulukurátan,kulukuratan
16298,kuratsa,kuratsa
16299,kuraw,kuraw
16300,kulukuráwan,kulukurawan
16301,kulukuráwun,kulukurawun
16302,kuraw,kuraw
16303,kúraw,kuraw
16304,kúraw ug kinhasun,kuraw ug kinhasun
16305,kuraw,kuraw
16306,kinúraw,kinuraw
16307,kúray,kuray
16308,kurayag,kurayag
16309,kuráyus,kurayus
16310,kuráyut,kurayut
16311,kurayut,kurayut
16312,kurba,kurba
16313,kurbáda,kurbada
16314,kurbádu,kurbadu
16315,pinakurba,pinakurba
16316,kurbáhun,kurbahun
16317,kurbáta,kurbata
16318,mananggíti nga nagkurbáta,mananggiti nga nagkurbata
16319,magkurbáta,magkurbata
16320,kurbáta ang tubà,kurbata ang tuba
16321,kurbáwu,kurbawu
16322,kurbu,kurbu
16323,kurd,kurd
16324,kurdaping,kurdaping
16325,kurdíru,kurdiru
16326,Kurdíru sa Diyus,kurdiru sa diyus
16327,kurdis,kurdis
16328,kurdísu,kurdisu
16329,kurdun,kurdun
16330,kurduruy,kurduruy
16331,kúri,kuri
16332,kúri,kuri
16333,kuríbut,kuribut
16334,kurídas,kuridas
16335,kurídu,kuridu
16336,kuridur,kuridur
16337,kuridur,kuridur
16338,panguridur,panguridur
16339,kuridúra,kuridura
16340,Kurihidur,kurihidur
16341,kurihir,kurihir
16342,kurik,kurik
16343,mau rag (si) kurik,mau rag (si) kurik
16344,kuriksiyun,kuriksiyun
16345,kurikit,kurikit
16346,kurìkurì,kurikuri
16347,kurindu,kurindu
16348,kurinti,kurinti
16349,kuríput,kuriput
16350,kuríring,kuriring
16351,kuriskuris,kuriskuris
16352,kurispundinsiya,kurispundinsiya
16353,kurispunsal,kurispunsal
16354,kur-ispunsur,kur-ispunsur
16355,kurista,kurista
16356,kurit,kurit
16357,kuríya,kuriya
16358,kuríyu,kuriyu
16359,kuríya rihistrádu,kuriya rihistradu
16360,kur kamandir,kur kamandir
16361,kurkubádu,kurkubadu
16362,kurkubáwu,kurkubawu
16363,kur kumandir,kur kumandir
16364,kurlir,kurlir
16365,kurmáta,kurmata
16366,kurna,kurna
16367,kurnáda,kurnada
16368,kurna,kurna
16369,kurnáwu,kurnawu
16370,kurnil,kurnil
16371,kurnir,kurnir
16372,kurnir,kurnir
16373,kurnit,kurnit
16374,kurnítun,kurnitun
16375,kurníta,kurnita
16376,kurnitin,kurnitin
16377,kurpinyu,kurpinyu
16378,kurpiyu,kurpiyu
16379,kurpural,kurpural
16380,kurpurasiyun,kurpurasiyun
16381,Kurpus Kristi,kurpus kristi
16382,kursan,kursan
16383,kursǐ,kursi
16384,kursikan,kursikan
16385,kursilyu,kursilyu
16386,kursilyista,kursilyista
16387,kursit,kursit
16388,kursu,kursu
16389,kursu,kursu
16390,kursunáda,kursunada
16391,kurt,kurt
16392,balibul kurt,balibul kurt
16393,baskitbul kurt,baskitbul kurt
16394,tínis kurt,tinis kurt
16395,kurta,kurta
16396,kurtang awtumátik,kurtang awtumatik
16397,kurta diabaníku,kurta diabaniku
16398,kurta plúma,kurta pluma
16399,kurtadur,kurtadur
16400,kurta,kurta
16401,kurtádu,kurtadu
16402,kurtal,kurtal
16403,kurti,kurti
16404,kurti,kurti
16405,kurti,kurti
16406,kurti supríma,kurti suprima
16407,kurtína,kurtina
16408,pangurtína,pangurtina
16409,kurtinahun,kurtinahun
16410,kurtin rísir,kurtin risir
16411,kurtisíya,kurtisiya
16412,kurtsítis,kurtsitis
16413,kurtsu,kurtsu
16414,kurtu,kurtu
16415,kurtu ug buut,kurtu ug buut
16416,kurtu sa buut,kurtu sa buut
16417,kúru,kuru
16418,kúrù,kuru
16419,kúrug,kurug
16420,kurug,kurug
16421,pangurug,pangurug
16422,makurúgun,makurugun
16423,kurúhay,kuruhay
16424,kúruk,kuruk
16425,kurukignul,kurukignul
16426,kurukunghu,kurukunghu
16427,kurukuntung,kurukuntung
16428,kurukúru,kurukuru
16429,kurukutuk,kurukutuk
16430,kurukutuk,kurukutuk
16431,kúrum,kurum
16432,kurúna,kuruna
16433,pangurúna,panguruna
16434,kurunasiyun,kurunasiyun
16435,kurung,kurung
16436,kurung,kurung
16437,kúrung,kurung
16438,kurungkuntung,kurungkuntung
16439,kurunil,kurunil
16440,kurunit,kurunit
16441,kuruntù,kuruntu
16442,kurupsiyun,kurupsiyun
16443,kurus,kurus
16444,kurus pa,kurus pa
16445,kúrus,kurus
16446,kuruskurus,kuruskurus
16447,kuruskúrus,kuruskurus
16448,pangurus,pangurus
16449,kurusan,kurusan
16450,kinakurusan,kinakurusan
16451,kúrus,kurus
16452,kurut,kurut
16453,kúrut,kurut
16454,kurutsay,kurutsay
16455,kúruy,kuruy
16456,kuryinti,kuryinti
16457,dikuryinti,dikuryinti
16458,kuryintisyan,kuryintisyan
16459,kuryúsu,kuryusu
16460,kuryúsu,kuryusu
16461,kuryúsu,kuryusu
16462,kús,kus
16463,kusáhus,kusahus
16464,kúsaw,kusaw
16465,kusay,kusay
16466,kusbat,kusbat
16467,kusi,kusi
16468,kusì,kusi
16469,kúsì,kusi
16470,kusìkusì,kusikusi
16471,pangusì,pangusi
16472,kinusíay,kinusiay
16473,kinusian,kinusian
16474,hingusì,hingusi
16475,kusína,kusina
16476,pangusína,pangusina
16477,duul sa kusína,duul sa kusina
16478,kusiníra,kusinira
16479,kusiníru,kusiniru
16480,maistru kusína,maistru kusina
16481,kusing,kusing
16482,way kusing,way kusing
16483,kúsing,kusing
16484,kusinilya,kusinilya
16485,kusísang,kusisang
16486,kusitsa,kusitsa
16487,kuskus,kuskus
16488,kuskus balúngus,kuskus balungus
16489,kuskus,kuskus
16490,kuslad,kuslad
16491,kusmáut,kusmaut
16492,kusmaut,kusmaut
16493,kusmítik,kusmitik
16494,kusmu,kusmu
16495,pangusmu,pangusmu
16496,kusmud,kusmud
16497,kusmus,kusmus
16498,kusnit,kusnit
16499,kusnitkusnit,kusnitkusnit
16500,kinusnitan,kinusnitan
16501,kusnut,kusnut
16502,kuspag,kuspag
16503,kuspidur,kuspidur
16504,kustabli,kustabli
16505,kakustablíhan,kakustablihan
16506,kustablis,kustablis
16507,kustabularya,kustabularya
16508,kustanyíra,kustanyira
16509,kustǎr,kustar
16510,kustǎr,kustar
16511,kustiyáda,kustiyada
16512,kustiyar,kustiyar
16513,pangustiyáda,pangustiyada
16514,pangustiyar,pangustiyar
16515,kustiyadur,kustiyadur
16516,kustiyun,kustiyun
16517,kustum,kustum
16518,tagakustum,tagakustum
16519,kustumbri,kustumbri
16520,kustumir,kustumir
16521,kustumri,kustumri
16522,kusturíra,kusturira
16523,kusug,kusug
16524,pangusug,pangusug
16525,hingúsug,hingusug
16526,gikusugun,gikusugun
16527,kakusgun,kakusgun
16528,pakúsug,pakusug
16529,kusukúsu,kusukusu
16530,kusung,kusung
16531,kút,kut
16532,kút an tay,kut an tay
16533,kúta,kuta
16534,kútà,kuta
16535,kútab,kutab
16536,kutána,kutana
16537,pangutána,pangutana
16538,mapangutan-un,mapangutan-un
16539,kutang,kutang
16540,kutang,kutang
16541,kutang,kutang
16542,kutas,kutas
16543,pakutas,pakutas
16544,pangutas,pangutas
16545,hingutas,hingutas
16546,kakutas,kakutas
16547,kulutásan,kulutasan
16548,kutas,kutas
16549,kutat,kutat
16550,kútaw,kutaw
16551,kútaw ang líbug,kutaw ang libug
16552,kutaw,kutaw
16553,kutay,kutay
16554,kuthan,kuthan
16555,kuti,kuti
16556,kuti báru,kuti baru
16557,kutikúti,kutikuti
16558,kutikutihan,kutikutihan
16559,makutíhun,makutihun
16560,kutiháwu,kutihawu
16561,kúti,kuti
16562,kútib,kutib
16563,kutíhu,kutihu
16564,kútiks,kutiks
16565,pangútiks,pangutiks
16566,kútil,kutil
16567,kutilkútil,kutilkutil
16568,kinútil,kinutil
16569,kutim,kutim
16570,kuting,kuting
16571,kuting,kuting
16572,kutingun,kutingun
16573,kúting,kuting
16574,kutingkuting,kutingkuting
16575,kútir,kutir
16576,kútis,kutis
16577,kutítub,kutitub
16578,kutkut,kutkut
16579,kinutkut,kinutkut
16580,kagutkut,kagutkut
16581,kinagutkut,kinagutkut
16582,kinutkutan,kinutkutan
16583,kutlì,kutli
16584,kutlig,kutlig
16585,kutlù,kutlu
16586,kinutlù,kinutlu
16587,pangutlù,pangutlu
16588,kúts,kuts
16589,kutsára,kutsara
16590,pangutsára,pangutsara
16591,kutsaríta,kutsarita
16592,kutsarun,kutsarun
16593,kutsi,kutsi
16594,kutsilyu,kutsilyu
16595,pangutsilyu,pangutsilyu
16596,huwis dikutsilyu,huwis dikutsilyu
16597,kutsína,kutsina
16598,kutsinta,kutsinta
16599,kutsínu,kutsinu
16600,kutsínu,kutsinu
16601,kutsínu,kutsinu
16602,kutsíru,kutsiru
16603,pangutsíru,pangutsiru
16604,kutsítis,kutsitis
16605,pangutsítis,pangutsitis
16606,kutsitsa,kutsitsa
16607,kutsu,kutsu
16608,kutsukutsu,kutsukutsu
16609,kutsun,kutsun
16610,dikutsun,dikutsun
16611,kutu,kutu
16612,kutukutu,kutukutu
16613,kútu,kutu
16614,hingútu,hingutu
16615,hingut-ánay,hingut-anay
16616,kutuhun,kutuhun
16617,kutuun,kutuun
16618,kútu,kutu
16619,kutu,kutu
16620,kútù,kutu
16621,kútù,kutu
16622,kutùkutù,kutukutu
16623,kutub,kutub
16624,kútub,kutub
16625,kútub sa [word referring to action],kutub sa [word referring to action]
16626,kútub karun,kutub karun
16627,kinutúban,kinutuban
16628,kinutbánan,kinutbanan
16629,kutubkutub,kutubkutub
16630,kutud,kutud
16631,kutukkutuk,kutukkutuk
16632,kutul,kutul
16633,kutuy,kutuy
16634,kuub,kuub
16635,kúub,kuub
16636,kúub,kuub
16637,kúug,kuug
16638,kuugkuug,kuugkuug
16639,kúul,kuul
16640,kúum,kuum
16641,kúup,kuup
16642,kuupirar,kuupirar
16643,kuupirasiyun,kuupirasiyun
16644,kuurdinadur,kuurdinadur
16645,kuurdinasiyun,kuurdinasiyun
16646,kúut,kuut
16647,pangúut,panguut
16648,kuutkúut,kuutkuut
16649,kuluutun,kuluutun
16650,kúut sa kuluutun,kuut sa kuluutun
16651,mangunguut,mangunguut
16652,kuuykuuy,kuuykuuy
16653,kuwa-,kuwa-
16654,kuwak,kuwak
16655,kuwan,kuwan
16656,kuwing,kuwing
16657,kuyabug,kuyabug
16658,panguyabug,panguyabug
16659,kuyáig,kuyaig
16660,kuyákin,kuyakin
16661,kuyákiw,kuyakiw
16662,kuyaknit,kuyaknit
16663,kuyamad,kuyamad
16664,panguyamad,panguyamad
16665,kuyámang,kuyamang
16666,kuyamas,kuyamas
16667,kuyámis,kuyamis
16668,kuyámud,kuyamud
16669,kuyámug,kuyamug
16670,kuyamuy,kuyamuy
16671,kuyánap,kuyanap
16672,kuyap,kuyap
16673,kulayápan,kulayapan
16674,kuyapì,kuyapi
16675,kuyáput,kuyaput
16676,kuyárut,kuyarut
16677,kuyaw,kuyaw
16678,panguyaw,panguyaw
16679,pakuyaw,pakuyaw
16680,kakuyaw,kakuyaw
16681,kuyawkúyaw,kuyawkuyaw
16682,kuluyáwan,kuluyawan
16683,kuyawánun,kuyawanun
16684,kuyayì,kuyayi
16685,kuyba,kuyba
16686,kuydáwu,kuydawu
16687,way kuydáwu,way kuydawu
16688,kulukuydáwu,kulukuydawu
16689,kuydawukuydáwu,kuydawukuydawu
16690,kuykuy,kuykuy
16691,kuyláda,kuylada
16692,kuylaw,kuylaw
16693,kuymi,kuymi
16694,kúyug,kuyug
16695,kúyug sa lupad,kuyug sa lupad
16696,kuyug,kuyug
16697,kuyug babuy,kuyug babuy
16698,kuyugkúyug,kuyugkuyug
16699,kuyugpus,kuyugpus
16700,kuyúkus,kuyukus
16701,kuyus,kuyus
16702,kuyuskus,kuyuskus
16703,kuyut,kuyut
16704,kuyut,kuyut
16705,kwa-,kwa-
16706,kwabútan,kwabutan
16707,kwadhutur,kwadhutur
16708,kwadirnu,kwadirnu
16709,kwadra,kwadra
16710,kwadráda,kwadrada
16711,[measurement] kwadráda,[measurement] kwadrada
16712,kwadrádu,kwadradu
16713,kwadrísu,kwadrisu
16714,kwadru,kwadru
16715,kwadru,kwadru
16716,kwadruplikit,kwadruplikit
16717,kwáhab,kwahab
16718,kwahaw,kwahaw
16719,kwáhaw,kwahaw
16720,kwáhu,kwahu
16721,kwákig,kwakig
16722,kwákir uts,kwakir uts
16723,kwáku,kwaku
16724,pangwáku,pangwaku
16725,kwalipikar,kwalipikar
16726,kwalipikasiyun,kwalipikasiyun
16727,kwalisiyun,kwalisiyun
16728,kwalta,kwalta
16729,kwámug,kwamug
16730,kwandig,kwandig
16731,kwanggul,kwanggul
16732,kwanggulù,kwanggulu
16733,kwanggulun,kwanggulun
16734,kwári,kwari
16735,kwárì,kwari
16736,kwarinta,kwarinta
16737,kwarinta díyas,kwarinta diyas
16738,kwarinta isingku,kwarinta isingku
16739,kwarintína,kwarintina
16740,kwarintínas,kwarintinas
16741,kwarisma,kwarisma
16742,pangwarisma,pangwarisma
